INDEX CODE,INDEX NAMES IN TURKISH,INDICES,INDEX CURRENCY TYPE,INDEX CURRENCY RATE,BEFORE ADJUSTMENT/AFTER ADJUSTMENT/AFTER NEW DAY,EQUITY CURRENCY TYPE,EQUITY CURRENCY RATE,EQUITY CODE, EQUITY NAME,TOTAL NUMBER OF SHARES,CLOSE/ VWAP,FREE FLOAT RATIO,WEIGHTING FACTOR,WEIGHT (%)
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PRDGS.E,PARDUS GIRISIM,196000000.0,CLOSE(KAPANIS),0.54,1.0,0.066
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PRKAB.E,TURK PRYSMIAN KABLO,216733652.0,CLOSE(KAPANIS),0.15,1.0,0.1106
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PRKME.E,PARK ELEK.MADENCILIK,148867243.0,CLOSE(KAPANIS),0.31,1.0,0.1095
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PRZMA.E,PRIZMA PRESS MATBAACILIK,72000000.0,CLOSE(KAPANIS),0.7,1.0,0.039
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PSDTC.E,PERGAMON DIS TICARET,7425000.0,CLOSE(KAPANIS),0.81,1.0,0.0542
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,PSGYO.E,PASIFIK GMYO,4800000000.0,CLOSE(KAPANIS),0.33,1.0,0.2807
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,QNBFK.E,QNB FINANSAL KIRALAMA,2000000000.0,CLOSE(KAPANIS),0.0059,1.0,0.0564
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,QNBTR.E,QNB BANK,3350000000.0,CLOSE(KAPANIS),0.0018,1.0,0.1828
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,QUAGR.E,QUA GRANITE HAYAL YAPI,2640000000.0,CLOSE(KAPANIS),0.32,1.0,0.3345
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RALYH.E,RAL YATIRIM HOLDING,63000000.0,CLOSE(KAPANIS),0.37,1.0,0.9524
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RAYSG.E,RAY SIGORTA,163069856.0,CLOSE(KAPANIS),0.04,1.0,0.4975
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RGYAS.E,RONESANS GAYRIMENKUL YAT.,331000000.0,CLOSE(KAPANIS),0.1,1.0,0.4567
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RNPOL.E,RAINBOW POLIKARBONAT,30000000.0,CLOSE(KAPANIS),0.5,1.0,0.0439
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RODRG.E,RODRIGO TEKSTIL,28340000.0,CLOSE(KAPANIS),0.52,1.0,0.0315
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RTALB.E,RTA LABORATUVARLARI,100000000.0,CLOSE(KAPANIS),0.8,1.0,0.1779
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RUBNS.E,RUBENIS TEKSTIL,74500000.0,CLOSE(KAPANIS),0.46,1.0,0.1019
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RYGYO.E,REYSAS GMYO,2000000000.0,CLOSE(KAPANIS),0.3,1.0,1.2067
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,RYSAS.E,REYSAS LOJISTIK,2000000000.0,CLOSE(KAPANIS),0.28,1.0,1.3166
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SAFKR.E,SAFKAR EGE SOGUTMACILIK,35250000.0,CLOSE(KAPANIS),0.63,1.0,0.145
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SAMAT.E,SARAY MATBAACILIK,36600000.0,CLOSE(KAPANIS),0.91,1.0,0.079
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SANEL.E,SANEL MUHENDISLIK,18255333.0,CLOSE(KAPANIS),0.99,1.0,0.0534
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SANFM.E,SANIFOAM ENDUSTRI,150000000.0,CLOSE(KAPANIS),0.48,1.0,0.4192
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SANKO.E,SANKO PAZARLAMA,150000000.0,CLOSE(KAPANIS),0.14,1.0,0.0565
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SARKY.E,SARKUYSAN,600000000.0,CLOSE(KAPANIS),0.83,1.0,1.0457
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SAYAS.E,SAY YENILENEBILIR ENERJI,77250000.0,CLOSE(KAPANIS),0.55,1.0,0.206
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SEGMN.E,SEGMEN KARDESLER GIDA,179000000.0,CLOSE(KAPANIS),0.2,1.0,0.0883
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SEGYO.E,SEKER GMYO,813555283.0,CLOSE(KAPANIS),0.25,1.0,0.1075
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SEKFK.E,SEKER FIN. KIR.,100000000.0,CLOSE(KAPANIS),0.49,1.0,0.0416
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SEKUR.E,SEKURO PLASTIK,53611826.0,CLOSE(KAPANIS),0.7,1.0,0.051
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SELGD.E,SELCUK GIDA,22000000.0,CLOSE(KAPANIS),0.9,1.0,0.1108
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SELVA.E,SELVA GIDA,78000000.0,CLOSE(KAPANIS),0.58,1.0,0.0673
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SEYKM.E,SEYITLER KIMYA,200000000.0,CLOSE(KAPANIS),0.7,1.0,0.0512
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SILVR.E,SILVERLINE ENDUSTRI,45000000.0,CLOSE(KAPANIS),0.52,1.0,0.0501
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SKTAS.E,SOKTAS,222000000.0,CLOSE(KAPANIS),0.58,1.0,0.0699
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SKYLP.E,SKYALP FINANSAL TEKNOLOJILER,9500000.0,CLOSE(KAPANIS),0.76,1.0,0.1039
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SKYMD.E,SEKER YATIRIM,155000000.0,CLOSE(KAPANIS),0.34,1.0,0.0838
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SMART.E,SMARTIKS YAZILIM,31862500.0,CLOSE(KAPANIS),0.93,1.0,0.1018
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SMRVA.E,SUMER VARLIK YONETIM,118000000.0,CLOSE(KAPANIS),0.24,1.0,0.0876
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SNGYO.E,SINPAS GMYO,4000000000.0,CLOSE(KAPANIS),0.55,1.0,0.7872
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SNICA.E,SANICA ISI SANAYI,600000000.0,CLOSE(KAPANIS),0.54,1.0,0.1955
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SNPAM.E,SONMEZ PAMUKLU,130000000.0,CLOSE(KAPANIS),0.03,1.0,0.0262
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SODSN.E,SODAS SODYUM SANAYII,15000000.0,CLOSE(KAPANIS),0.28,1.0,0.0489
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SOKE.E,SOKE DEGIRMENCILIK,386500000.0,CLOSE(KAPANIS),0.25,1.0,0.1314
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SONME.E,SONMEZ FILAMENT,74000000.0,CLOSE(KAPANIS),0.06,1.0,0.0471
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SRVGY.E,SERVET GMYO,52000000.0,CLOSE(KAPANIS),0.21,1.0,0.3154
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SUMAS.E,SUMAS SUNI TAHTA,6224400.0,CLOSE(KAPANIS),0.24,1.0,0.0563
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SUNTK.E,SUN TEKSTIL,474600000.0,CLOSE(KAPANIS),0.21,1.0,0.4295
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SURGY.E,SUR TATIL EVLERI GMYO,167500000.0,CLOSE(KAPANIS),0.27,1.0,0.2242
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,SUWEN.E,SUWEN TEKSTIL,224000000.0,CLOSE(KAPANIS),0.5,1.0,0.3025
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TARKM.E,TARKIM BITKI KORUMA,21000000.0,CLOSE(KAPANIS),0.24,1.0,0.2325
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TATEN.E,TATLIPINAR ENERJI URETIM,280500000.0,CLOSE(KAPANIS),0.25,1.0,0.4012
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TATGD.E,TAT GIDA,244800000.0,CLOSE(KAPANIS),0.41,1.0,0.1489
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TBORG.E,T.TUBORG,322508253.0,CLOSE(KAPANIS),0.05,1.0,0.237
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TCKRC.E,KIRAC GALVANIZ,170000000.0,CLOSE(KAPANIS),0.26,1.0,0.1556
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TDGYO.E,TREND GMYO,69000000.0,CLOSE(KAPANIS),0.55,1.0,0.0521
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TEKTU.E,TEK-ART TURIZM,300000000.0,CLOSE(KAPANIS),0.57,1.0,0.0855
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TERA.E,TERA YATIRIM MENKUL DEGERLER,157500000.0,CLOSE(KAPANIS),0.31,1.0,0.2147
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TEZOL.E,EUROPAP TEZOL KAGIT,500000000.0,CLOSE(KAPANIS),0.24,1.0,0.2295
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TGSAS.E,TGS DIS TICARET,15000000.0,CLOSE(KAPANIS),0.57,1.0,0.0574
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TKNSA.E,TEKNOSA IC VE DIS TICARET,201000000.0,CLOSE(KAPANIS),0.4,1.0,0.2538
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TLMAN.E,TRABZON LIMAN,21000000.0,CLOSE(KAPANIS),0.36,1.0,0.0803
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TMPOL.E,TEMAPOL POLIMER PLASTIK,14175000.0,CLOSE(KAPANIS),0.49,1.0,0.0619
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TNZTP.E,TAPDI TINAZTEPE,128000000.0,CLOSE(KAPANIS),0.22,1.0,0.1755
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TRCAS.E,TURCAS PETROL,255600000.0,CLOSE(KAPANIS),0.28,1.0,0.2222
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TRGYO.E,TORUNLAR GMYO,1000000000.0,CLOSE(KAPANIS),0.21,1.0,1.4404
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TRILC.E,TURK ILAC SERUM,161805000.0,CLOSE(KAPANIS),0.56,1.0,0.1731
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TSGYO.E,TSKB GMYO,650000000.0,CLOSE(KAPANIS),0.11,1.0,0.0562
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TUCLK.E,TUGCELIK,180000000.0,CLOSE(KAPANIS),0.53,1.0,0.1104
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TUREX.E,TUREKS TURIZM TASIMACILIK,108000000.0,CLOSE(KAPANIS),0.21,1.0,0.4394
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,TURGG.E,TURKER PROJE GAYRIMENKUL,7120695.86,CLOSE(KAPANIS),0.25,1.0,0.1019
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,UFUK.E,UFUK YATIRIM,46846881.0,CLOSE(KAPANIS),0.4,1.0,1.1035
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ULAS.E,ULASLAR TURIZM YAT.,25382175.0,CLOSE(KAPANIS),0.95,1.0,0.0828
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ULUFA.E,ULUSAL FAKTORING,133500000.0,CLOSE(KAPANIS),0.56,1.0,0.1494
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ULUSE.E,ULUSOY ELEKTRIK,80000000.0,CLOSE(KAPANIS),0.06,1.0,0.0888
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ULUUN.E,ULUSOY UN SANAYI,750000000.0,CLOSE(KAPANIS),0.39,1.0,0.2054
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,UNLU.E,UNLU YATIRIM HOLDING,175740000.0,CLOSE(KAPANIS),0.45,1.0,0.1275
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,USAK.E,USAK SERAMIK,245000000.0,CLOSE(KAPANIS),0.77,1.0,0.2905
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VAKFN.E,VAKIF FIN. KIR.,3500000000.0,CLOSE(KAPANIS),0.34,1.0,0.2776
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VAKKO.E,VAKKO TEKSTIL,160000000.0,CLOSE(KAPANIS),0.12,1.0,0.1729
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VANGD.E,VANET GIDA,25000000.0,CLOSE(KAPANIS),0.93,1.0,0.0657
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VBTYZ.E,VBT YAZILIM,117000000.0,CLOSE(KAPANIS),0.44,1.0,0.1461
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VERTU.E,VERUSATURK GIRISIM,52000000.0,CLOSE(KAPANIS),0.37,1.0,0.0774
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VERUS.E,VERUSA HOLDING,70000000.0,CLOSE(KAPANIS),0.16,1.0,0.3329
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VESBE.E,VESTEL BEYAZ ESYA,1600000000.0,CLOSE(KAPANIS),0.19,1.0,0.5388
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VKGYO.E,VAKIF GMYO,3450000000.0,CLOSE(KAPANIS),0.29,1.0,0.2323
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VKING.E,VIKING KAGIT,42000000.0,CLOSE(KAPANIS),0.21,1.0,0.0298
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,VRGYO.E,VERA KONSEPT GMYO,820000000.0,CLOSE(KAPANIS),0.33,1.0,0.1023
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YAPRK.E,YAPRAK SUT VE BESI CIFT.,14200000.0,CLOSE(KAPANIS),0.26,1.0,0.3831
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YATAS.E,YATAS,149798932.5,CLOSE(KAPANIS),0.54,1.0,0.2365
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YAYLA.E,YAYLA EN. UR. TUR. VE INS,49875000.0,CLOSE(KAPANIS),0.71,1.0,0.0786
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YBTAS.E,YIBITAS INSAAT MALZEME,100000.0,CLOSE(KAPANIS),0.06,1.0,0.084
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YESIL.E,YESIL YATIRIM HOLDING,645000000.0,CLOSE(KAPANIS),0.92,1.0,0.1318
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YGGYO.E,YENI GIMAT GMYO,241920000.0,CLOSE(KAPANIS),0.77,1.0,1.3916
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YGYO.E,YESIL GMYO,263216902.96,CLOSE(KAPANIS),0.76,1.0,0.2069
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YIGIT.E,YIGIT AKU,300500000.0,CLOSE(KAPANIS),0.25,1.0,0.2847
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YKSLN.E,YUKSELEN CELIK,250000000.0,CLOSE(KAPANIS),0.29,1.0,0.0614
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YONGA.E,YONGA MOBILYA,16800000.0,CLOSE(KAPANIS),0.27,1.0,0.0285
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YUNSA.E,YUNSA,480000000.0,CLOSE(KAPANIS),0.38,1.0,0.1311
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YYAPI.E,YESIL YAPI,852512779.2,CLOSE(KAPANIS),0.72,1.0,0.1398
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,YYLGD.E,YAYLA GIDA,1086980000.0,CLOSE(KAPANIS),0.31,1.0,0.3685
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ZEDUR.E,ZEDUR ENERJI,174750000.0,CLOSE(KAPANIS),0.39,1.0,0.0642
XTUMY,BIST TUM-100,BIST ALL SHARES-100,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ZRGYO.E,ZIRAAT GMYO,4693620000.0,CLOSE(KAPANIS),0.19,1.0,1.3684
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AEFES.E,ANADOLU EFES,592105263.0,CLOSE(KAPANIS),0.32,1.0,1.0852
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AGHOL.E,ANADOLU GRUBU HOLDING,243534517.96,CLOSE(KAPANIS),0.34,1.0,0.9143
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AGROT.E,AGROTECH TEKNOLOJI,1200000000.0,CLOSE(KAPANIS),0.32,1.0,0.1441
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKBNK.E,AKBANK,5200000000.0,CLOSE(KAPANIS),0.52,1.0,6.6128
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKFYE.E,AKFEN YEN. ENERJI,1196962446.0,CLOSE(KAPANIS),0.28,1.0,0.2275
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKSA.E,AKSA,3885000000.0,CLOSE(KAPANIS),0.37,1.0,0.5303
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,AKSEN.E,AKSA ENERJI,1226338236.0,CLOSE(KAPANIS),0.21,1.0,0.3759
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALARK.E,ALARKO HOLDING,435000000.0,CLOSE(KAPANIS),0.37,1.0,0.5081
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALFAS.E,ALFA SOLAR ENERJI,368000000.0,CLOSE(KAPANIS),0.2,1.0,0.1976
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ALTNY.E,ALTINAY SAVUNMA,235294118.0,CLOSE(KAPANIS),0.25,1.0,0.1571
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ANHYT.E,ANADOLU HAYAT EMEK.,430000000.0,CLOSE(KAPANIS),0.17,1.0,0.2756
X100S,BIST 100 AGIRLIK SINIRLAMALI 10,BIST 100 CAPPED 10,TRY,1,AFTER ADJUSTMENT/DUZELTME SONRASI,TRY,1,ANSGR.E,ANADOLU SIGORTA,500000000.0,CLOSE(KAPANIS),0.35,1.0,0.6979
